Дата	Время	Вид ДТП	Место	Улица	Дом	Дорога	Километр	Метр	Долгота	Долгота, градусы	Долгота, минуты	Долгота, секунды	Широта	Широта, градусы	Широта, минуты	Широта, секунды	Погибло	Погибло детей	Ранено	Ранено детей
08.03.2015	15:35	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Шестакова ул	103				48.3511	48	21	3	55.8683	55	52	5	0	0	0	0
08.03.2015	15:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Советская ул	161				47.6325	47	37	57	56.4453	56	26	43	0	0	0	0
08.03.2015	15:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	10				47.9222	47	55	19	56.6258	56	37	32	0	0	1	0
08.03.2015	14:20	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Маслозавода кв-л	4				46.5344	46	32	3	56.3183	56	19	5	0	0	0	0
08.03.2015	13:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская Слобода ул	44				47.3414	47	20	29	56.7419	56	44	30	0	0	0	0
08.03.2015	13:50	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Шестакова ул	10				48.3403	48	20	25	55.8725	55	52	21	0	0	0	0
08.03.2015	13:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	9				47.9928	47	59	34	56.6542	56	39	15	0	0	0	0
08.03.2015	13:30	Наезд на стоящее ТС	Республика Марий Эл, Оршанский район, Оршанка	Советская ул	87				47.8964	47	53	47	56.9142	56	54	51	0	0	0	0
08.03.2015	12:50	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Прохорова ул	49				47.4881	47	29	17	56.6628	56	39	46	0	0	0	0
08.03.2015	12:45	Столкновение	Республика Марий Эл, Моркинский район			прочие	1	0	48.955	48	57	18	56.4628	56	27	46	0	0	0	0
08.03.2015	12:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	35				47.9769	47	58	36	56.6381	56	38	17	0	0	0	0
08.03.2015	12:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Фестивальная ул	17				47.2983	47	17	53	56.6469	56	38	48	0	0	0	0
08.03.2015	12:30	Наезд на стоящее ТС	Республика Марий Эл, Волжск	107 Бригады ул	6				48.3831	48	22	59	55.8831	55	52	59	0	0	0	0
08.03.2015	12:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Космодемьянской ул	128				47.9464	47	56	47	56.4803	56	28	49	0	0	0	0
08.03.2015	12:15	Иной вид ДТП	Республика Марий Эл, Медведевский район, Медведево	Терешковой ул	22				47.4845	47	29	4	56.3742	56	22	27	0	0	0	0
08.03.2015	12:05	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Комсомольская ул	21				46.5503	46	33	1	56.3336	56	20	0	0	0	0	0
08.03.2015	12:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	27				47.6158	47	36	56	56.6242	56	37	27	0	0	0	0
08.03.2015	11:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	112				47.4733	47	28	23	56.6497	56	38	58	0	0	0	0
08.03.2015	11:23	Наезд на стоящее ТС	Республика Марий Эл, Сернурский район, Сернур	Красноармейская ул	45				49.1414	49	8	29	56.9361	56	56	9	0	0	0	0
08.03.2015	10:45	Столкновение	Республика Марий Эл, Мари-Турекский район, Тат-Китнинский, д Тат-Китня	Ленина ул	43				49.424	49	25	26	56.4806	56	28	50	0	0	0	0
08.03.2015	10:40	Столкновение	Республика Марий Эл, Волжский район, Карамасский, д Чодыраял	Центральная ул	105				48.8961	48	53	45	56.1517	56	9	6	0	0	0	0
08.03.2015	10:30	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Дружбы ул	94				47.4883	47	29	17	56.7933	56	47	35	0	0	0	0
08.03.2015	9:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Герцена ул	22				47.655	47	39	18	56.63	56	37	48	0	0	0	0
08.03.2015	8:50	Столкновение	Республика Марий Эл, Волжск	Либкнехта ул	136				48.3356	48	20	8	55.8683	55	52	5	0	0	0	0
08.03.2015	8:20	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	2-й мкр	8				46.5333	46	31	59	56.3186	56	19	6	0	0	0	0
08.03.2015	7:15	Столкновение	Республика Марий Эл, Горномарийский район, Виловатовский, с Кожважи		5а				46.65	46	39	0	56.1186	56	7	6	0	0	0	0
08.03.2015	6:50	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	5				47.3414	47	20	29	56.6133	56	36	47	0	0	0	0
08.03.2015	4:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	103				47.4711	47	28	15	56.6442	56	38	39	0	0	0	0
08.03.2015	3:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	46				47.3133	47	18	47	56.5958	56	35	44	0	0	0	0
08.03.2015	2:15	Опрокидывание	Республика Марий Эл, Волжский район			Помары - Коркатово	28	300	48.6794	48	40	45	56.0683	56	4	5	0	0	1	0
08.04.2015	20:35	Наезд на животное	Республика Марий Эл, Медведевский район			Йошкар-Ола - Уржум	15	0	48.329	48	19	44	56.4142	56	24	51	0	0	0	0
08.04.2015	20:30	Иной вид ДТП	Республика Марий Эл, Йошкар-Ола	Либкнехта ул	110				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	20:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	12				47.8644	47	51	51	56.64	56	38	24	0	0	0	0
08.04.2015	20:00	Наезд на животное	Республика Марий Эл, Советский район			Алексеевский - Средний Кадам - Пектубаево	16	0	48.235	48	14	6	56.501	56	30	3	0	0	0	0
08.04.2015	19:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	114				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	19:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	119				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	18:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Панфилова ул	41				47.8664	47	51	59	56.64	56	38	24	0	0	0	0
08.04.2015	17:55	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	24				47.8578	47	51	28	56.64	56	38	24	0	0	0	0
08.04.2015	17:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	61				47.8578	47	51	28	56.64	56	38	24	0	0	0	0
08.04.2015	16:05	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Палантая ул	85				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	14:50	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Йошкар-Олинское шоссе ул	10				48.3617	48	21	42	55.8811	55	52	51	0	0	0	0
08.04.2015	14:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	76				47.8775	47	52	39	56.6442	56	38	39	0	0	1	0
08.04.2015	14:25	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Успенская ул	17				47.8578	47	51	28	56.64	56	38	24	0	0	0	0
08.04.2015	14:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	114				47.8581	47	51	29	56.7589	56	45	32	0	0	0	0
08.04.2015	13:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова ул	33А				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	13:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	38				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	13:30	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Пекшиксолинский, д Салтак Корем		54				47.4021	47	24	7	56.2641	56	15	50	0	0	0	0
08.04.2015	13:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Рябинина ул	18А				47.87	47	52	12	56.64	56	38	24	0	0	0	0
08.04.2015	12:55	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Дружбы ул	94Д				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	12:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	8				0	0	0	0	0	0	0	0	0	0	0	0
08.04.2015	12:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	97а				47.8581	47	51	29	56.5733	56	34	23	0	0	0	0
08.04.2015	11:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Советская ул	128				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
08.04.2015	11:45	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Свердлова	40а				47.8581	47	51	29	56.5733	56	34	23	0	0	0	0
08.04.2015	11:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Первомайская ул	150				47.8842	47	53	3	56.6339	56	38	2	0	0	1	0
08.04.2015	11:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Анникова ул	3				47.8739	47	52	26	56.64	56	38	24	0	0	0	0
08.04.2015	11:20	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	8				47.9267	47	55	36	56.6289	56	37	44	0	0	0	0
08.04.2015	11:20	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Шестакова ул	16				48.3392	48	20	21	55.8714	55	52	17	0	0	0	0
08.04.2015	10:45	Столкновение	Республика Марий Эл, Медведевский район						47.7831	47	46	59	56.6414	56	38	29	0	0	0	0
08.04.2015	10:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Успенская ул	38				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	9:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Мира ул	113				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	9:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола						47.8681	47	52	5	56.6792	56	40	45	0	0	0	0
08.04.2015	9:30	Отбрасывание предмета(отсоединение колеса)	Республика Марий Эл, Медведевский район						47.48	47	28	48	56.388	56	23	16	0	0	0	0
08.04.2015	9:25	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кирова ул	2				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	9:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	32				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.04.2015	7:47	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	84				47.9197	47	55	10	56.6322	56	37	55	0	0	0	0
08.04.2015	7:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	93				47.8581	47	51	29	56.6233	56	37	23	0	0	0	0
08.04.2015	6:40	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Санчурск			47.4021	47	24	7	56.2641	56	15	50	0	0	0	0
08.04.2015	2:55	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	122 А				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
08.05.2015	23:25	Съезд с дороги	Республика Марий Эл, Звениговский район			Звенигово - Шелангер - Морки	23	585	48.1853	48	11	7	56.2819	56	16	54	0	0	1	0
