Дата	Время	Вид ДТП	Место	Улица	Дом	Дорога	Километр	Метр	Долгота	Долгота, градусы	Долгота, минуты	Долгота, секунды	Широта	Широта, градусы	Широта, минуты	Широта, секунды	Погибло	Погибло детей	Ранено	Ранено детей
18.01.2015	15:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Крылова ул	45				47.6364	47	38	11	56.9864	56	59	11	0	0	0	0
18.01.2015	15:00	Иной вид ДТП	Республика Марий Эл, Волжск	Шестакова ул	103а				48.3569	48	21	24	55.8767	55	52	36	0	0	0	0
18.01.2015	14:55	Опрокидывание	Республика Марий Эл, Медведевский район			Йошкар-Ола - Уржум	24	120	48.1888	48	11	19	56.7415	56	44	29	0	0	0	0
18.01.2015	14:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	8				47.5603	47	33	37	56.9769	56	58	36	0	0	0	0
18.01.2015	14:30	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Строителей ул	95				47.8592	47	51	33	56.6192	56	37	9	0	0	1	0
18.01.2015	14:30	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	40				47.8783	47	52	41	56.5847	56	35	4	0	0	0	0
18.01.2015	14:30	Наезд на стоящее ТС	Республика Марий Эл, Звениговский район			от Чебоксар через плотину Чебоксарской ГЭС на Йошкар-Олу, Киров до Сыктывкара	40	850	47.7886	47	47	18	56.1914	56	11	29	0	0	0	0
18.01.2015	14:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Анциферова ул	46				47.8614	47	51	41	56.6389	56	38	20	0	0	0	0
18.01.2015	13:40	Столкновение	Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка	Советская ул	3				47.9744	47	58	27	56.6564	56	39	23	0	0	0	0
18.01.2015	12:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Кирова ул	17				47.7453	47	44	43	56.9631	56	57	47	0	0	0	0
18.01.2015	12:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	38				47.3869	47	23	12	56.8564	56	51	23	0	0	0	0
18.01.2015	12:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	99				47.8869	47	53	12	56.8567	56	51	24	0	0	0	0
18.01.2015	12:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Героев Сталинградской Битвы ул	100				47.9433	47	56	35	56.6197	56	37	10	0	0	0	0
18.01.2015	12:15	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола		49				47.9433	47	56	35	56.6197	56	37	10	0	0	0	0
18.01.2015	12:00	Наезд на стоящее ТС	Республика Марий Эл, Волжск	107 Бригады ул	1				48.3747	48	22	28	55.8828	55	52	58	0	0	0	0
18.01.2015	11:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Лебедева ул	49				47.6417	47	38	30	56.9425	56	56	33	0	0	0	0
18.01.2015	11:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Крылова ул	25а				47.5742	47	34	27	56.9286	56	55	42	0	0	0	0
18.01.2015	11:30	Столкновение	Республика Марий Эл, Звениговский район, Красногорский	Центральная ул	61				48.3025	48	18	9	56.1628	56	9	46	0	0	0	0
18.01.2015	10:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	125				47.8839	47	53	2	56.6406	56	38	26	0	0	1	0
18.01.2015	10:20	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	92 А				47.8961	47	53	45	56.6425	56	38	33	0	0	0	0
18.01.2015	10:10	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Кокшайский проезд	32				47.8794	47	52	45	56.6136	56	36	48	0	0	0	0
18.01.2015	7:30	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Мира ул	70				47.9478	47	56	52	56.6375	56	38	15	0	0	0	0
18.01.2015	4:00	Опрокидывание	Республика Марий Эл, Моркинский район			Помары - Коркатово	66	900	48.7917	48	47	30	56.3122	56	18	43	1	0	1	0
18.01.2015	2:15	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Промышленная ул	38				46.5639	46	33	50	56.3175	56	19	3	0	0	0	0
18.01.2015	0:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	115				47.8853	47	53	7	56.6425	56	38	33	0	0	1	1
18.02.2015	23:45	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Советская ул	102				47.8992	47	53	57	50.6375	50	38	15	0	0	1	0
18.02.2015	21:10	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Советская ул	156				47.8553	47	51	19	56.6378	56	38	16	0	0	0	0
18.02.2015	21:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	19				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.02.2015	21:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Ленинградская ул	12				47.9625	47	57	45	56.6325	56	37	57	0	0	0	0
18.02.2015	21:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Комсомольская пл	83				47.8325	47	49	57	56.615	56	36	54	0	0	0	0
18.02.2015	20:57	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Мира ул	31				47.8881	47	53	17	56.6378	56	38	16	0	0	0	0
18.02.2015	20:55	Наезд на животное	Республика Марий Эл, Йошкар-Ола	Подольских Курсантов ул	13				47.8911	47	53	27	56.7711	56	46	15	0	0	0	0
18.02.2015	19:40	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Медведево	Медведево ул	59				47.4855	47	29	7	56.3932	56	23	35	0	0	0	0
18.02.2015	18:45	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Садовая ул	40				47.9925	47	59	33	56.6489	56	38	56	0	0	0	0
18.02.2015	18:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Зеленая ул	1а				47.8819	47	52	54	56.6625	56	39	45	0	0	0	0
18.02.2015	18:25	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Победы б-р	6				47.7703	47	46	13	56.6369	56	38	12	0	0	0	0
18.02.2015	18:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Комсомольская пл	85				47.3956	47	23	44	56.6378	56	38	16	0	0	0	0
18.02.2015	17:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	22				47.3942	47	23	39	56.6617	56	39	42	0	0	0	0
18.02.2015	17:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	46				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.02.2015	17:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	90Б				47.5531	47	33	11	56.63	56	37	48	0	0	0	0
18.02.2015	17:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	42а				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
18.02.2015	17:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	8				47.8942	47	53	39	56.6283	56	37	41	0	0	0	0
18.02.2015	16:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	129				47.9406	47	56	26	56.6058	56	36	20	0	0	0	0
18.02.2015	16:30	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Советская ул	174				47.8819	47	52	54	56.6225	56	37	21	0	0	1	0
18.02.2015	16:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	60				47.8975	47	53	51	56.6372	56	38	13	0	0	0	0
18.02.2015	15:50	Опрокидывание	Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка	Советская ул	9				47.8581	47	51	29	56.64	56	38	24	0	0	1	0
18.02.2015	15:40	Наезд на стоящее ТС	Республика Марий Эл, Волжский район, Помарский, с Помары	Волжская ул	75				48.3506	48	21	2	55.9517	55	57	6	0	0	0	0
18.02.2015	15:00	Столкновение	Республика Марий Эл, Звениговский район			Звенигово - Помары	16	900	48.4278	48	25	40	55.1517	55	9	6	0	0	2	0
18.02.2015	14:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	57				47.8536	47	51	12	56.6314	56	37	53	0	0	0	0
18.02.2015	14:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	151				47.8808	47	52	50	56.6361	56	38	9	0	0	0	0
18.02.2015	14:30	Наезд на стоящее ТС	Республика Марий Эл, Моркинский район, Морки	Калинина б-р	1				49.0016	49	0	5	56.4281	56	25	41	0	0	0	0
18.02.2015	14:00	Столкновение	Республика Марий Эл, Звениговский район			от Чебоксар через плотину Чебоксарской ГЭС на Йошкар-Олу, Киров до Сыктывкара	37	900	47.1294	47	7	45	56.3231	56	19	23	0	0	0	0
18.02.2015	13:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	2				47.9044	47	54	15	56.6281	56	37	41	0	0	0	0
18.02.2015	13:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Победы б-р	21				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.02.2015	13:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	4в				47.9303	47	55	49	56.6283	56	37	41	0	0	0	0
18.02.2015	12:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Баумана ул	11				47.8447	47	50	40	56.6414	56	38	29	0	0	0	0
18.02.2015	12:25	Столкновение	Республика Марий Эл, Волжск	Матюшенко ул	30				48.37	48	22	12	55.8681	55	52	5	0	0	0	0
18.02.2015	12:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Крылова ул	27				47.8614	47	51	41	56.6256	56	37	32	0	0	0	0
18.02.2015	11:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	42				47.8317	47	49	54	56.64	56	38	24	0	0	1	0
18.02.2015	11:30	Столкновение	Республика Марий Эл, Советский район, Советский	Зеленая ул	2				48.2727	48	16	21	56.4801	56	28	48	0	0	0	0
18.02.2015	11:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Пушкина ул	23				47.89	47	53	24	56.6361	56	38	9	0	0	0	0
18.02.2015	11:00	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	46				47.8872	47	53	13	56.6469	56	38	48	0	0	0	0
18.02.2015	11:00	Наезд на пешехода	Республика Марий Эл, Звениговский район, Звенигово, д Чаваш-Отары		90				48.1728	48	10	22	55.1617	55	9	42	0	0	1	0
18.02.2015	10:45	Столкновение	Республика Марий Эл, Оршанский район, Марковский, д Марково			от Чебоксар через плотину Чебоксарской ГЭС на Йошкар-Олу, Киров до Сыктывкара	120	0	47.9094	47	54	33	56.8719	56	52	18	0	0	0	0
18.02.2015	10:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Вознесенская	43				47.9133	47	54	47	56.6375	56	38	15	0	0	0	0
18.02.2015	10:00	Столкновение	Республика Марий Эл, Советский район, Советский	Свердлова ул	17				48.2832	48	16	59	56.4537	56	27	13	0	0	0	0
18.02.2015	9:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	33				47.8928	47	53	34	56.6453	56	38	43	0	0	0	0
18.02.2015	9:40	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Кырля ул	20				47.8389	47	50	20	56.6397	56	38	22	0	0	0	0
18.02.2015	9:00	Иной вид ДТП	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	45	870	48.3143	48	18	51	56.4523	56	27	8	0	0	0	0
18.02.2015	8:50	Столкновение	Республика Марий Эл, Советский район, Советский	Шоссейная ул	5				48.4832	48	28	59	56.7504	56	45	1	0	0	0	0
18.02.2015	8:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова пер	17				47.8867	47	53	12	56.6222	56	37	19	0	0	0	0
18.02.2015	8:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Мира ул	56				47.9392	47	56	21	56.6497	56	38	58	0	0	0	0
18.02.2015	8:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	8				47.8744	47	52	27	56.6458	56	38	44	0	0	0	0
18.02.2015	8:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшкинина ул	6				47.9069	47	54	24	56.6469	56	38	48	0	0	0	0
18.02.2015	7:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Волкова ул	122				47.8581	47	51	29	56.6372	56	38	13	0	0	0	0
18.02.2015	7:50	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Строителей ул	34				47.8311	47	49	51	56.6386	56	38	18	0	0	0	0
18.02.2015	7:40	Столкновение	Республика Марий Эл, Звениговский район, Звенигово	Бутякова ул	10				48.0403	48	2	25	55.1517	55	9	6	0	0	0	0
18.02.2015	7:25	Столкновение	Республика Марий Эл, Медведевский район			Шойбулак - Купсола - Курукнур	0	450	47.9614	47	57	41	56.7283	56	43	41	0	0	0	0
18.02.2015	7:20	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Пушкина ул	34				47.8886	47	53	18	56.64	56	38	24	0	0	0	0
18.02.2015	6:00	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Гагарина ул	5				48.3806	48	22	50	55.8625	55	51	45	0	0	0	0
18.02.2015	3:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Мира ул	95				47.9428	47	56	34	56.6419	56	38	30	0	0	0	0
18.02.2015	0:30	Столкновение	Республика Марий Эл, Звениговский район			Кокшайск - Красногорский	27	400	48.0525	48	3	9	56.1517	56	9	6	0	0	0	0
18.03.2015	23:20	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	9	0	47.9855	47	59	7	56.6029	56	36	10	0	0	0	0
18.03.2015	21:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Ленина пр-кт	59				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	20:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	22				47.6736	47	40	24	56.7767	56	46	36	0	0	0	0
18.03.2015	20:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Васильева ул	6В				47.4981	47	29	53	56.6153	56	36	55	0	0	0	0
18.03.2015	19:45	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Ленинский проспект	40				47.8544	47	51	15	56.64	56	38	24	0	0	0	0
18.03.2015	19:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Волкова ул	56				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	19:30	Наезд на стоящее ТС	Республика Марий Эл, Советский район, Солнечный, п Солнечный	Солнечная ул	21				48.4064	48	24	23	56.545	56	32	42	0	0	0	0
18.03.2015	19:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	95				47.8439	47	50	38	56.4422	56	26	31	0	0	0	0
18.03.2015	19:10	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Суворова ул	40				47.8642	47	51	51	56.6364	56	38	11	0	0	0	0
18.03.2015	19:05	Столкновение	Республика Марий Эл, Йошкар-Ола	Космодемьянской ул	128А				47.9489	47	56	56	56.6406	56	38	26	0	0	0	0
18.03.2015	18:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Сернурская ул	15				47.92	47	55	12	56.6456	56	38	44	0	0	0	0
18.03.2015	18:20	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Федина ул	2				48.3883	48	23	17	55.8525	55	51	9	0	0	0	0
18.03.2015	18:05	Наезд на стоящее ТС	Республика Марий Эл, Звениговский район, Суслонгер	Дорожная ул	1				48.2353	48	14	7	56.3017	56	18	6	0	0	0	0
18.03.2015	18:00	Наезд на препятствие	Республика Марий Эл, Звениговский район, Красногорский	Госпитальная ул	14				47.4694	47	28	9	56.3528	56	21	10	0	0	0	0
18.03.2015	17:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Дружбы ул	95				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	17:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	113				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	17:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	2				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	17:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Космодемьянской ул	126				47.9147	47	54	52	56.64	56	38	24	0	0	0	0
18.03.2015	17:15	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	128				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	16:00	Столкновение	Республика Марий Эл, Волжск	Прохорова ул	36				48.3514	48	21	5	55.8342	55	50	3	0	0	0	0
18.03.2015	16:00	Столкновение	Республика Марий Эл, Волжск	Матюшенко ул	1				48.3717	48	22	18	55.8622	55	51	43	0	0	0	0
18.03.2015	15:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Либкнехта ул	58				47.9528	47	57	10	56.6406	56	38	26	0	0	0	0
18.03.2015	15:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Баумана ул	91а				47.8581	47	51	29	56.4739	56	28	26	0	0	0	0
18.03.2015	15:15	Столкновение	Республика Марий Эл, Йошкар-Ола	Сернурская ул	18				47.8581	47	51	29	56.6461	56	38	45	0	0	0	0
18.03.2015	14:30	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Ленина ул	15				48.3803	48	22	49	55.8597	55	51	34	0	0	0	0
18.03.2015	14:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Петрова ул	2				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	13:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	100				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	13:15	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Строителей ул	23				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	12:35	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Пролетарская ул	25А				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	12:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Гагарина пр-кт	7				47.8575	47	51	27	56.7083	56	42	29	0	0	0	0
18.03.2015	11:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Подольских Курсантов ул	1				47.855	47	51	18	56.64	56	38	24	0	0	0	0
18.03.2015	11:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Подольских Курсантов ул	13				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	11:26	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Дружбы ул	10				48.3833	48	22	59	55.8678	55	52	4	0	0	0	0
18.03.2015	11:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Строителей ул	95				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	10:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Волкова ул	65				47.5542	47	33	15	56.6897	56	41	22	0	0	0	0
18.03.2015	9:55	Иной вид ДТП	Республика Марий Эл, Йошкар-Ола	Красноармейская Слобода ул	44				47.8767	47	52	36	56.64	56	38	24	0	0	0	0
18.03.2015	9:05	Наезд на препятствие	Республика Марий Эл, Волжский район, Обшиярский, д Ильнетуры	Колхозная ул	32				48.3183	48	19	5	56.0525	56	3	9	0	0	0	0
18.03.2015	8:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	114				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	7:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Кирова ул	11				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.03.2015	7:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	57				47.1778	47	10	40	56.5694	56	34	9	0	0	0	0
18.03.2015	7:45	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Ленина ул	63				48.3556	48	21	20	55.8667	55	52	0	0	0	0	0
18.03.2015	7:25	Наезд на препятствие	Республика Марий Эл, Волжск	Промышленная ул	1А				48.3389	48	20	20	55.9133	55	54	47	0	0	0	0
18.03.2015	7:20	Наезд на пешехода	Республика Марий Эл, Волжск	Ленина ул	13				48.3833	48	22	59	55.8514	55	51	5	0	0	0	0
18.03.2015	7:05	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Вокзальный проезд	4				48.3653	48	21	55	55.3331	55	19	59	0	0	0	0
18.03.2015	1:35	Наезд на препятствие	Республика Марий Эл, Медведевский район			объездная г. Йошкар-Ола	41	0	48.1145	48	6	52	56.4048	56	24	17	0	0	0	0
18.03.2015	0:35	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова ул	21				47.5933	47	35	35	56.6442	56	38	39	0	0	0	0
18.03.2015	0:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Панфилова ул	21				47.4433	47	26	35	56.6439	56	38	38	0	0	0	0
18.04.2015	23:40	Наезд на пешехода	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	22	280	48.0662	48	3	58	56.473	56	28	22	1	0	0	0
18.04.2015	23:00	Наезд на препятствие	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Михайлова ул	23				46.5514	46	33	5	56.3344	56	20	3	0	0	0	0
18.04.2015	22:20	Столкновение	Республика Марий Эл, Йошкар-Ола	Воинов-интернационалистов ул	28				47.93	47	55	48	56.6439	56	38	38	0	0	0	0
18.04.2015	22:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	24				47.8392	47	50	21	56.6403	56	38	25	0	0	0	0
18.04.2015	21:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Фестивальная ул	70Г				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.04.2015	21:53	Столкновение	Республика Марий Эл, Йошкар-Ола, Семеновский, с Семеновка	Молодежная ул	4				47.97	47	58	12	56.6589	56	39	32	0	0	1	0
18.04.2015	21:30	Столкновение	Республика Марий Эл, Йошкар-Ола	Луговая ул	20				47.93	47	55	48	56.6469	56	38	48	0	0	0	0
18.04.2015	21:30	Наезд на препятствие	Республика Марий Эл, Звениговский район			Звенигово - Шелангер - Морки	5	0	48.0022	48	0	7	55.9858	55	59	8	0	0	0	0
18.04.2015	21:05	Наезд на стоящее ТС	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Михайлова ул	8				46.5333	46	31	59	56.3333	56	19	59	0	0	0	0
18.04.2015	20:30	Наезд на стоящее ТС	Республика Марий Эл, Советский район, Советский	Свердлова ул	53				48.4736	48	28	24	56.7522	56	45	7	0	0	1	0
18.04.2015	19:45	Столкновение	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	10				47.8744	47	52	27	56.6447	56	38	40	0	0	0	0
18.04.2015	18:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Воинов-интернационалистов ул	22				47.9225	47	55	21	56.6372	56	38	13	0	0	0	0
18.04.2015	17:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	46в				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.04.2015	17:40	Столкновение	Республика Марий Эл, Йошкар-Ола	Кырля ул	22				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.04.2015	17:35	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	119а				47.8581	47	51	29	56.2572	56	15	25	0	0	0	0
18.04.2015	17:10	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Чавайна б-р	11				0	0	0	0	0	0	0	0	0	0	0	0
18.04.2015	17:00	Наезд на стоящее ТС	Республика Марий Эл, Волжский район, Приволжский	Сотнурское шоссе ул	18				48.3347	48	20	4	55.8669	55	52	0	0	0	0	0
18.04.2015	16:35	Наезд на стоящее ТС	Республика Марий Эл, Волжск	Ленина ул	65				48.3503	48	21	1	55.8669	55	52	0	0	0	0	0
18.04.2015	15:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Комсомольская ул	75 а				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.04.2015	15:20	Иной вид ДТП	Республика Марий Эл, Медведевский район			Объездная автодорога г. Йошкар-Олы	20	0	47.4505	47	27	1	56.3382	56	20	17	0	0	0	0
18.04.2015	15:10	Наезд на стоящее ТС	Республика Марий Эл, Волжск	107 Бригады ул	5				48.3856	48	23	8	55.8692	55	52	9	0	0	0	0
18.04.2015	14:40	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Машиностроителей ул.	55				47.8581	47	51	29	56.6589	56	39	32	0	0	0	0
18.04.2015	13:55	Столкновение	Республика Марий Эл, Йошкар-Ола	Маркса ул	135а				47.8806	47	52	50	56.6089	56	36	32	0	0	0	0
18.04.2015	13:45	Наезд на препятствие	Республика Марий Эл, Горномарийский район, Козьмодемьянск	Рабочая ул	92				46.5347	46	32	4	56.3175	56	19	3	0	0	0	0
18.04.2015	12:50	Столкновение	Республика Марий Эл, Йошкар-Ола	Эшпая ул	156 а				47.8808	47	52	50	56.6361	56	38	9	0	0	0	0
18.04.2015	12:30	Иной вид ДТП	Республика Марий Эл, Звениговский район			Кокшайск - Красногорский	17	0	47.9944	47	59	39	56.1697	56	10	10	0	0	0	0
18.04.2015	12:10	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район						48.4214	48	25	17	56.3347	56	20	4	0	0	0	0
18.04.2015	12:00	Наезд на стоящее ТС	Республика Марий Эл, Новоторъяльский район, Новый Торъял	Культуры ул	23				48.7378	48	44	16	57.0053	57	0	19	0	0	0	0
18.04.2015	11:40	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район						47.4828	47	28	58	56.3515	56	21	5	0	0	0	0
18.04.2015	10:55	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Красноармейская Слобода ул	56				47.8747	47	52	28	56.64	56	38	24	0	0	0	0
18.04.2015	10:00	Столкновение	Республика Марий Эл, Йошкар-Ола	Крылова ул	25 е				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.04.2015	8:10	Столкновение	Республика Марий Эл, Йошкар-Ола	Красноармейская ул	8				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.04.2015	7:00	Наезд на стоящее ТС	Республика Марий Эл, Медведевский район, Знаменский, п Знаменский	Кирпичная ул	15				47.5931	47	35	35	56.3855	56	23	7	0	0	0	0
18.04.2015	6:05	Наезд на стоящее ТС	Республика Марий Эл, Моркинский район, Семисолинский, д Алмаметьево						49.0705	49	4	13	56.4967	56	29	48	0	0	0	0
18.04.2015	0:45	Столкновение	Республика Марий Эл, Моркинский район			Помары - Коркатово	62	500	48.8064	48	48	23	56.286	56	17	9	0	0	0	0
18.04.2015	0:10	Наезд на стоящее ТС	Республика Марий Эл, Йошкар-Ола	Васильева ул	6 а				47.8581	47	51	29	56.64	56	38	24	0	0	0	0
18.05.2015	21:30	Наезд на препятствие	Республика Марий Эл, Советский район			Йошкар-Ола - Уржум	52	0	48.3847	48	23	4	56.4631	56	27	47	0	0	0	0
18.05.2015	21:20	Наезд на препятствие	Республика Марий Эл, Йошкар-Ола	Дружбы ул	99				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
18.05.2015	21:10	Столкновение	Республика Марий Эл, Йошкар-Ола			Йошкар-Ола - Уржум	8	150	47.9922	47	59	31	56.6664	56	39	59	0	0	4	1
18.05.2015	20:25	Столкновение	Республика Марий Эл, Йошкар-Ола	Кокшайский проезд	46				47.8572	47	51	25	56.64	56	38	24	0	0	0	0
18.05.2015	20:25	Наезд на пешехода	Республика Марий Эл, Йошкар-Ола	Советская ул	167				47.8919	47	53	30	56.6278	56	37	40	0	0	2	0
18.05.2015	18:50	Столкновение	Республика Марий Эл, Медведевский район			Йошкар-Ола - Зеленодольск до магистрали "Волга"	17	0	47.9866	47	59	11	56.5391	56	32	20	0	0	0	0
